task,occupation,n_ratings,mean_rating,median_rating,max_rating,min_rating,p25_rating,p75_rating
"Initiate, facilitate, and moderate classroom discussions.","Physics Teachers, Postsecondary",1,2.0,2.0,2,2,2.0,2.0
"Initiate, facilitate, and moderate classroom discussions.","Political Science Teachers, Postsecondary",1,2.0,2.0,2,2,2.0,2.0
"Initiate, facilitate, and moderate classroom discussions.","Psychology Teachers, Postsecondary",1,2.0,2.0,2,2,2.0,2.0
"Initiate, facilitate, and moderate classroom discussions.","Recreation and Fitness Studies Teachers, Postsecondary",1,2.0,2.0,2,2,2.0,2.0
"Initiate, facilitate, and moderate classroom discussions.","Social Work Teachers, Postsecondary",1,2.0,2.0,2,2,2.0,2.0
"Initiate, facilitate, and moderate classroom discussions.","Sociology Teachers, Postsecondary",1,2.0,2.0,2,2,2.0,2.0
"Inspect and test products to verify conformance to specifications, using precision measuring instruments or circuit testers.","Model Makers, Metal and Plastic",1,2.0,2.0,2,2,2.0,2.0
"Inspect finished dies for smoothness, contour conformity, and defects.",Tool and Die Makers,1,2.0,2.0,2,2,2.0,2.0
Inspect machined parts to verify conformance to specifications.,"Layout Workers, Metal and Plastic",1,2.0,2.0,2,2,2.0,2.0
"Inspect meat products for defects, bruises or blemishes and remove them along with any excess fat.","Meat, Poultry, and Fish Cutters and Trimmers",1,2.0,2.0,2,2,2.0,2.0
Inspect plants and bud ties to assess quality.,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1,2.0,2.0,2,2,2.0,2.0
"Install electrical or electronic parts and hardware in housings or assemblies, using soldering equipment and hand tools.",Electro-Mechanical and Mechatronics Technologists and Technicians,1,2.0,2.0,2,2,2.0,2.0
"Install equipment, such as instrumentation, test equipment, engines, or aftermarket products, to ensure proper interfaces.",Automotive Engineering Technicians,1,2.0,2.0,2,2,2.0,2.0
"Install or repair air purification systems, such as specialized filters or ultraviolet (UV) light purification systems.","Heating, Air Conditioning, and Refrigeration Mechanics and Installers",1,2.0,2.0,2,2,2.0,2.0
Install or repair self-contained ground source heat pumps or hybrid ground or air source heat pumps to minimize carbon-based energy consumption and reduce carbon emissions.,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",1,2.0,2.0,2,2,2.0,2.0
Install required labels on solar system components and hardware.,Solar Photovoltaic Installers,1,2.0,2.0,2,2,2.0,2.0
"Install, maintain, and repair animal care facility equipment, such as infrared lights, feeding devices, and cages.",Animal Caretakers,1,2.0,2.0,2,2,2.0,2.0
"Install, maintain, or repair ground or water source-coupled heat pumps to heat and cool residential or commercial building air or water.",Geothermal Technicians,1,2.0,2.0,2,2,2.0,2.0
"Instruct individuals or groups in sports rules, game strategies, and performance principles, such as specific ways of moving the body, hands, or feet, to achieve desired results.",Coaches and Scouts,1,2.0,2.0,2,2,2.0,2.0
Instruct new workers in machine operation.,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",1,2.0,2.0,2,2,2.0,2.0
Instruct other workers in machine set-up and operation.,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1,2.0,2.0,2,2,2.0,2.0
Instruct sales staff in color coordination of clothing racks or counter displays.,Merchandise Displayers and Window Trimmers,1,2.0,2.0,2,2,2.0,2.0
"Instruct trainees in use of television production equipment, filming of events, and copying and editing graphics or sound onto videotape.",Broadcast Technicians,1,2.0,2.0,2,2,2.0,2.0
"Integrate nanotechnology with antimicrobial properties into products, such as household or medical appliances, to reduce the development of bacteria or other microbes.",Nanosystems Engineers,1,2.0,2.0,2,2,2.0,2.0
"Interpret specifications, blueprints, job orders, and company policies and procedures for workers.",First-Line Supervisors of Production and Operating Workers,1,2.0,2.0,2,2,2.0,2.0
Interview individuals to determine the nature of suspected violations and to obtain evidence of violations.,Environmental Compliance Inspectors,1,2.0,2.0,2,2,2.0,2.0
Interview or correspond with agents and claimants to correct errors or omissions and to investigate questionable claims.,"Claims Adjusters, Examiners, and Investigators",1,2.0,2.0,2,2,2.0,2.0
"Interview or correspond with claimants, witnesses, police, physicians, or other relevant parties to determine claim settlement, denial, or review.","Claims Adjusters, Examiners, and Investigators",1,2.0,2.0,2,2,2.0,2.0
"Interview patients or review medical records to obtain comprehensive patient or family medical histories, and document findings.",Genetic Counselors,1,2.0,2.0,2,2,2.0,2.0
Interview patients or their representatives to identify problems relating to care.,Patient Representatives,1,2.0,2.0,2,2,2.0,2.0
Interview persons involved in equal opportunity complaints to verify case information.,Equal Opportunity Representatives and Officers,1,2.0,2.0,2,2,2.0,2.0
Interview persons present at death scenes to obtain information useful in determining the manner of death.,Coroners,1,2.0,2.0,2,2,2.0,2.0
"Interview witnesses or suspects to identify persons responsible for security breaches or to establish losses, pursue prosecutions, or obtain restitution.",Security Management Specialists,1,2.0,2.0,2,2,2.0,2.0
Investigate responses of soils to specific management practices to determine the use capabilities of soils and the effects of alternative practices on soil productivity.,Soil and Plant Scientists,1,2.0,2.0,2,2,2.0,2.0
Investigate the adaptability of various animal and plant species to changed environmental conditions.,Industrial Ecologists,1,2.0,2.0,2,2,2.0,2.0
Investigate the impact of changed land management or land use practices on ecosystems.,Industrial Ecologists,1,2.0,2.0,2,2,2.0,2.0
"Issue ticket stubs or place numbered tags on windshields, log tags or attach tag to customers' keys, and give customers matching tags for locating parked vehicles.",Parking Attendants,1,2.0,2.0,2,2,2.0,2.0
"Keep storage areas and carts well-stocked, clean, and tidy.",Maids and Housekeeping Cleaners,1,2.0,2.0,2,2,2.0,2.0
"Lay out and draw or scribe patterns onto material, using compasses, protractors, rulers, scribes, or other instruments.","Patternmakers, Metal and Plastic",1,2.0,2.0,2,2,2.0,2.0
Lay out and examine metal stock or workpieces to be processed to ensure that specifications are met.,Structural Metal Fabricators and Fitters,1,2.0,2.0,2,2,2.0,2.0
"Lay out designs on metal stock, and cut along markings to fabricate pieces used to cast metal molds.",Jewelers and Precious Stone and Metal Workers,1,2.0,2.0,2,2,2.0,2.0
"Lay out designs or dimensions from sketches or blueprints on stone surfaces, freehand or by transferring them from tracing paper, using scribes or chalk and measuring instruments.","Stone Cutters and Carvers, Manufacturing",1,2.0,2.0,2,2,2.0,2.0
"Lay out patterns on wood stock and draw outlines of units, sectional patterns, or full-scale mock-ups of products, based on blueprint specifications and sketches, and using marking and measuring devices.","Patternmakers, Wood",1,2.0,2.0,2,2,2.0,2.0
Lay out pavement markings for striping crews.,Traffic Technicians,1,2.0,2.0,2,2,2.0,2.0
"Lead discussion sections, tutorials, or laboratory sections.","Teaching Assistants, Postsecondary",1,2.0,2.0,2,2,2.0,2.0
Listen and provide emotional support and encouragement to psychiatric patients.,Psychiatric Aides,1,2.0,2.0,2,2,2.0,2.0
Load and unload film cassettes used to record images from procedures.,Diagnostic Medical Sonographers,1,2.0,2.0,2,2,2.0,2.0
Maintain accurate case histories of patients.,Chiropractors,1,2.0,2.0,2,2,2.0,2.0
"Maintain and follow standard quality, safety, environmental, and infection control policies and procedures.",Acupuncturists,1,2.0,2.0,2,2,2.0,2.0
"Maintain and repair materials, work sites, and equipment.",Environmental Compliance Inspectors,1,2.0,2.0,2,2,2.0,2.0
Maintain complete and detailed records of patients' health care plans and prognoses.,Nurse Practitioners,1,2.0,2.0,2,2,2.0,2.0
"Maintain current knowledge of Equal Employment Opportunity (EEO) and affirmative action guidelines and laws, such as the Americans with Disabilities Act (ADA).",Human Resources Specialists,1,2.0,2.0,2,2,2.0,2.0
Maintain departmental policies and procedures in areas such as safety and infection control.,Nurse Practitioners,1,2.0,2.0,2,2,2.0,2.0
"Maintain departmental policies, procedures, objectives, or infection control standards.",Clinical Nurse Specialists,1,2.0,2.0,2,2,2.0,2.0
Maintain detailed and complete records of health care plans and prognoses.,Acupuncturists,1,2.0,2.0,2,2,2.0,2.0
"Maintain documentation of all patients' contacts, reviewing and updating records as necessary.",Midwives,1,2.0,2.0,2,2,2.0,2.0
"Maintain effective laboratory operations by adhering to standards of specimen collection, preparation, or laboratory safety.",Cytotechnologists,1,2.0,2.0,2,2,2.0,2.0
Maintain files and records of surgical procedures.,Surgical Technologists,1,2.0,2.0,2,2,2.0,2.0
"Maintain knowledge of tax code changes, and of accounting procedures and theory to properly evaluate financial information.","Tax Examiners and Collectors, and Revenue Agents",1,2.0,2.0,2,2,2.0,2.0
Maintain or repair measurement devices or equipment used for calibration testing.,Calibration Technologists and Technicians,1,2.0,2.0,2,2,2.0,2.0
Maintain or repair studio facilities.,"Art, Drama, and Music Teachers, Postsecondary",1,2.0,2.0,2,2,2.0,2.0
"Maintain patient records at all stages, including initial and subsequent evaluation and treatment activities.",Audiologists,1,2.0,2.0,2,2,2.0,2.0
Maintain patients' records.,Orthotists and Prosthetists,1,2.0,2.0,2,2,2.0,2.0
"Maintain records of customer prescriptions, work orders, and payments.","Opticians, Dispensing",1,2.0,2.0,2,2,2.0,2.0
"Maintain records of patient care, condition, progress, or problems to report and discuss observations with supervisor or case manager.",Home Health Aides,1,2.0,2.0,2,2,2.0,2.0
"Maintain records that include patient information, sonographs and interpretations, files of correspondence, publications and regulations, or quality assurance records, such as pathology, biopsy, or post-operative reports.",Diagnostic Medical Sonographers,1,2.0,2.0,2,2,2.0,2.0
"Maintain supply of fluids, such as plasma, saline, blood, or glucose, for use during operations.",Surgical Technologists,1,2.0,2.0,2,2,2.0,2.0
Maintain treatment records.,Massage Therapists,1,2.0,2.0,2,2,2.0,2.0
"Maintain vehicles and medical and communication equipment, and replenish first aid equipment and supplies.",Emergency Medical Technicians,1,2.0,2.0,2,2,2.0,2.0
"Mark and store parts in stockrooms, according to prearranged systems.",Parts Salespersons,1,2.0,2.0,2,2,2.0,2.0
"Mark cutting lines around patterns or templates, or follow layout points, using squares, rules, and straightedges, and chalk, pencils, or scribes.","Cutters and Trimmers, Hand",1,2.0,2.0,2,2,2.0,2.0
"Mark, engrave, or emboss designs on metal pieces such as castings, wire, or jewelry, following specifications.",Jewelers and Precious Stone and Metal Workers,1,2.0,2.0,2,2,2.0,2.0
"Measure and cut strips from rolls of wallpaper or fabric, using shears or razors.",Paperhangers,1,2.0,2.0,2,2,2.0,2.0
"Measure and examine extruded products to locate defects and to check for conformance to specifications, adjusting controls as necessary to alter products.","Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",1,2.0,2.0,2,2,2.0,2.0
Measure or weigh ingredients used in laboratory testing.,Agricultural Technicians,1,2.0,2.0,2,2,2.0,2.0
"Measure, cut, and bend wire and conduit, using measuring instruments and hand tools.",Helpers--Electricians,1,2.0,2.0,2,2,2.0,2.0
"Measure, cut, fit, and press anti-glare adhesive film to glass or spray glass with tinting solution to prevent light glare.",Glaziers,1,2.0,2.0,2,2,2.0,2.0
"Measure, cut, thread and assemble new pipe, placing the assembled pipe in hangers or other supports.","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",1,2.0,2.0,2,2,2.0,2.0
"Meet with clients to answer queries on subjects such as risk exposure, market scenarios, or values-at-risk calculations.",Financial Risk Specialists,1,2.0,2.0,2,2,2.0,2.0
"Meet with clients to negotiate management and service contracts, determine priorities, and discuss the financial and operational status of properties.","Property, Real Estate, and Community Association Managers",1,2.0,2.0,2,2,2.0,2.0
